tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
328,POLC 328,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",328.png,mintz,black,brown jumpsuit,silverz,dum,dollars,pixel,,,
282,POLC 282,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",282.png,yellowz,brown,oldblue crewneck,,small pee,boredz,,anchor cap,,
778,POLC 778,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",778.png,yellowz,black,oldblue crewneck,,bubblegum,sleep,,,,trippie silver.PNG
1258,POLC 1258,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1258.png,yellowz,blue,,,yawn,cocke,blackz,,katana,
797,POLC 797,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",797.png,sunset,black,orange jersey,gold brick,small pee,dollars,,,katana,
847,POLC 847,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",847.png,glitch,brown,tanktop,silverz,small pee,reg,blue vr,,wood,
514,POLC 514,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",514.png,orangez,black,,,dum,boredz,,anchor cap,,
144,POLC 144,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",144.png,sky blue,blue,yellow tshirt,,dum,dollars,,,katana,triple silver.PNG
1171,POLC 1171,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1171.png,pinkz,brown,,silver brick,sad,cocke,,,,
1464,POLC 1464,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1464.png,Blue Bubble,brown,blue tiedye,gold,small pee,puffy,,,,
451,POLC 451,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",451.png,sunset,brown,blue tiedye,,yummy,glassy,pink,mexician,,
1034,POLC 1034,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1034.png,trippz,latte,red shirt,,bubblegum,dizzy,,,katana,trippie silver.PNG
902,POLC 902,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",902.png,Pink Bubble,blue,orange crewneck,,small pee,cyan light,blue vr,black beanie,wood,
294,POLC 294,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",294.png,Green Bubble,blue,,,yawn,stars,,green party,,
781,POLC 781,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",781.png,Green Bubble,mecha,rainbow tiedye,,small pee,cyan light,blue vr,,,
1167,POLC 1167,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1167.png,Green Bubble,drippy,wt chimp tshirt,silverner,whiser,stars,,angle ring,,
152,POLC 152,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",152.png,orangez,green,white crewneck,,meh pee,puffy,blackz,blue pol cap,,
502,POLC 502,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",502.png,bluez,brown,prisoner suit,goldener,yummy,focus,purple vr,black og,,
851,POLC 851,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",851.png,rainbow,gold,fomo hoodie,,bored,boredz,red neon,,wood,
914,POLC 914,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",914.png,mintz,black,,,bored,boredz,,,,trippie gold.PNG
1022,POLC 1022,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1022.png,mintz,latte,,,smile,happiez,pink,blue pol cap,wood,
447,POLC 447,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",447.png,mintz,blue,life jacket,gold brick,sad,boredz,,yellow mohawk,,
1188,POLC 1188,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1188.png,Pink Bubble,brown,purple fire,,blob,boredz,,red beanie,,trippie gold.PNG
1472,POLC 1472,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1472.png,redz,black,green varsity,,happy,cyan light,,black og,,
693,POLC 693,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",693.png,greenz,black,purple fire,,small pee,glassy,red vr,yellow og,,
369,POLC 369,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",369.png,yellowz,mecha,blue fire,,yawn,focus,purple vr,yellow og,,
739,POLC 739,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",739.png,sunset,brown,zig crewneck,,crongz,sadz,,,,
1219,POLC 1219,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1219.png,Blue Bubble,mecha,rainbow tiedye,,bubblegum,happiez,,brown beanie,,
386,POLC 386,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",386.png,yellowz,brown,orange jersey,,whiser,reg,,broke horn,,
806,POLC 806,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",806.png,Pink Bubble,black,bk friends tshirt,,blob,boredz,blackz,yellow pol cap,,
555,POLC 555,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",555.png,melon,cyan,,goldener,sad,shock,,mocha bc,wood,gold circle.PNG
105,POLC 105,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",105.png,greenz,gold,red christmas,gold,small pee,focus,,,wood,
1130,POLC 1130,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1130.png,Pink Bubble,gold,,silverner,bored,sadz,,purple mohawk,,
1425,POLC 1425,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1425.png,greenz,drippy,,,bubblegum,love,pixel,yellow pol cap,,
410,POLC 410,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",410.png,mintz,mecha,bk friends tshirt,,sad,puffy,red vr,,,
